"F_得意先番号","F_得意先名称","F_得意先略称","F_敬称","F_英語名称","F_先担当部課","F_先担当","F_先担当敬称","F_経理担当部課","F_経理担当","F_経理担当敬称","F_郵便番号","F_住所１","F_住所２","F_住所３","F_英語住所１","F_英語住所２","F_電話番号","F_ＦＡＸ番号１","F_ＦＡＸ番号２","F_輸送ＬＴ","F_請求先番号","F_納品書発行","F_在庫引当区分","F_個別登録","F_検収区分","F_担当者","F_更新日付","F_更新時刻","F_照会項目","F_登録日","F_更新日","F_検査ＬＴ","F_予備ＬＴ","F_印刷Ｂ","F_切断余長区分","F_生産担当"
"15612586","日本ニューマチック工業㈱東大阪","日本ニューマチック工業㈱","御中","","","","様","","","","578-0984","東大阪市菱江2丁目5番43号","","","","","072-963-1580","072-963-1586","","1","15612587","2","2","1","1","100028","ﾆﾎﾝﾆｭｰﾏﾁｯｸ","13:19:44","","2007/10/30 00:00:00","2007/10/30 00:00:00","0","0","","N",""
"F1800","日立","","","","","","","","","","","","","","","","","","","0","F1800","3","2","1","2","100018","","13:06:11","","2008/12/09 00:00:00","2008/12/09 00:00:00","0","0","","N",""
"1257143w","コマツ六甲工場(関西荷造工業㈱　六甲工場)","コマツ六甲","御中","","六甲物流課","片岡","様","","","","","兵庫県神戸市東灘区向洋町3-1-4","関西荷造工業㈱六甲工場内   コマツ物流六甲物流課　池島様","","","","078-856-7691","078-856-7692","","1","1257143","2","1","2","1","100032","ｺﾏﾂﾛｯｺｳ","09:46:07","","2009/03/06 00:00:00","2009/03/06 00:00:00","1","0","","N",""
"12345678","住友建機㈱","住友建機㈱","","","","","","","","","263-0001","千葉市稲毛区長沼原町731番地１","","","","","043-420-1506","043-420-1584","","2","12345678","1","2","1","1","100028","","09:34:18","","2010/02/12 00:00:00","2010/02/12 00:00:00","7","0","","N",""
"14752643","富永物産株式会社","富永物産株式会社","","Tominaga","エンジン事業部","伊藤様","","","","","671-1132","兵庫県姫路市大津区勘兵衛町1-158","103-0023　東京都中央区日本橋本町2-6-3　小津ビル","","","","079-236-8686","079-239-0224","","1","14752643","1","2","1","1","100025","トﾐ","18:02:05","","2010/06/07 00:00:00","2011/02/23 00:00:00","7","0","","N",""
"2000003","四川成都成工工程机械股?有限公司","四川成都成工","御中","","","","","","","","","成都経済技術開発区洪河中路1号","","","","","0086-28-8295-9813","0086-28-8295-9977","","22","2000003","3","2","2","1","300137","","10:32:24","","2011/07/25 00:00:00","2011/07/25 00:00:00","1","0","","N",""
"2000002","PT.BANSHU ELECTRIC","PT.BANSHU ELECTRI","御中","","","","","","","","","","","","","","","","","22","2000002","3","2","2","1","300137","","14:47:01","","2011/04/18 00:00:00","2011/04/18 00:00:00","1","0","","N",""
"2000005","PT.ASKARA　INTERNAL","PT.ASKARA","","","","","","","","","","Duta Permai Block F No.1","Jakasampurna,Bekasi","17145　INDONESIA","","","","","","22","2000005","3","2","2","1","300137","ｱｽｶﾗ","10:33:53","","2011/08/31 00:00:00","2017/08/03 00:00:00","1","0","","N",""
"1303141","","","","","","","","","","","","","","","","","","","","0","1303141","3","2","1","2","300137","","15:17:03","","2011/09/08 00:00:00","2011/09/08 00:00:00","0","0","","N",""
"18341532","コベルコ建機㈱五日市工場（中型組立棟北）","ｺﾍﾞﾙｺ建機㈱五日市工場（中型北","様","","","兼近","","","","","731-5161","広島市佐伯区五日市港2丁目2","","","","","082-9436751","082-943-6752","","3","18341528","1","1","2","1","100025","ｺﾍﾞﾙｺｹﾝｷ","18:14:18","","2012/04/23 00:00:00","2012/05/07 00:00:00","2","0","","N",""
"2639533","プロスパー","","","","","","","","","","","","","","","","","","","0","2639533","3","2","1","2","100018","","15:13:42","","2007/11/28 00:00:00","2007/11/28 00:00:00","0","0","","N",""
"115235","山九㈱ポートアイランド輸出入センター","山九㈱ポートアイランド","","","ヘイ","","","","","","650-0045","兵庫県神戸市中央区港島7-13","","","","","078-302-0981","","","3","11523","3","2","1","2","100025","ｻﾝｷｭｳ","17:21:21","","2008/04/07 00:00:00","2008/04/07 00:00:00","0","0","","N",""
"1714814","松山株式会社","松山㈱","御中","Matuyama","資材部　資材課","竹内","様","","","","386-0497","長野県上田市塩川5155","","","","Matuyama","0268-42-7500","0268-42-7520","","3","1714814","3","2","1","1","100105","ﾏﾂﾔﾏｶﾌﾞｼｷｶ","13:11:07","","2008/04/17 00:00:00","2024/11/05 00:00:00","2","0","1","N","100070"
"1231535","共和産業株式会社　本社工場","共和産業㈱","御中","","","陳","様","","","","924-0011","石川県白山市竹松町2810番地","","","","","076-276-2141","076-276-2654","","1","1253115","2","2","1","1","100025","ｷｮｳﾜｻﾝｷﾞｮｳ","10:44:16","","2007/11/16 00:00:00","2012/07/27 00:00:00","0","0","","N",""
"1431533","津久田工業株式会社","津久田工業㈱","様","Tukuda Kogyou","","","","","","","731-1523","広島県山県郡北広島町南方3702","","","","","0826-72-5322","0826-72-5773","","3","1431533","1","2","2","1","100025","ﾂｸﾀﾞｺｳｷﾞｮｳ","15:49:08","","2007/11/16 00:00:00","2008/01/10 00:00:00","4","0","1","N",""
"1","","","","","","","","","","","","","","","","","","","","0","1","3","2","1","2","290052","","16:10:27","","2007/11/19 00:00:00","2007/11/19 00:00:00","0","0","","N",""
"1410312","大和精工株式会社","大和精工㈱","御中","Daiwa Sekou","","御子神・谷岡","様","","","","578-0921","大阪府東大阪市水走2丁目2番27号","","","","DaiwaSekou","072-962-1481","072-962-1476","072-962-1559","2","1410312","3","2","1","2","300137","ﾀﾞｲﾜｾｲｺｳ","10:24:08","","2008/06/20 00:00:00","2019/12/12 00:00:00","2","0","1","N","100115"
"1500","","","","","","","","","","","","","","","","","","","","0","1500","3","2","1","2","100043","","16:27:01","","2008/04/02 00:00:00","2008/04/02 00:00:00","0","0","","N",""
"S1500","","","","","","","","","","","","","","","","","","","","0","S1500","3","2","1","2","100043","","16:27:07","","2008/04/02 00:00:00","2008/04/02 00:00:00","0","0","","N",""
"1274228","コマツ研究本部","コマツ研究本部","様","","企画管理室　購買Ｇｒ","河田","様","","","","254-8567","神奈川県平塚市万田1200","","","","","0463-35-9209","0463-35-9100","","1","1274228","3","2","2","1","300137","","14:33:37","","2008/12/16 00:00:00","2008/12/16 00:00:00","0","0","","N",""
"11233253","川重商事株式会社","川重商事㈱","","","","","","","","","673-0016","明石市松の内２丁目６番地の８（西明石スポットビル5F）","","","","","078-922-2645","078-922-7001","","1","11233253","1","2","1","2","300137","ｶﾜｼﾞｭｳｼｮｳｼ","10:41:02","","2009/06/30 00:00:00","2012/11/26 00:00:00","1","0","","N",""
"18341529","コベルコ建機㈱五日市工場","コベルコ建機㈱五日市工場","御中","","購買部","廣澤","様","","","","731-5161","広島市佐伯区五日市港2丁目2-1","","","","","082-9436751","082-943-6752","","3","18341528","1","1","2","1","100025","ｺﾍﾞﾙｺｹﾝｷ","14:17:22","","2010/05/12 00:00:00","2012/10/16 00:00:00","2","0","","N",""
"18341530","コベルコシンワ（株）　祇園倉庫","コベルコシンワ（株）　祇園倉庫","様","","","川崎工場長","","","","","731-0138","広島市安佐南区祇園3-20-30","","","","","082-850-2467","082-850-2468","","3","18341528","1","2","2","1","199999","ｼﾝﾜ","17:00:45","","2010/08/31 00:00:00","2014/09/25 00:00:00","2","0","","N",""
"1311311","株式会社ﾃﾞﾝｿｰｴｱｸｰﾙ","㈱デンソーエアクール","御中","","調達部　調達室","本田","様","","","","399-8386","長野県安雲野市穂高北穂高2027-9","","","","","0263-81-1100","0263-73-8538","","3","1311311","1","2","1","1","300137","ﾃﾞ","11:12:52","","2011/04/12 00:00:00","2019/01/09 00:00:00","2","0","1","N","100149"
"2000004","PT. BANSHU PLASTIC INDONESIA","RSN(BPI)","様","","","","","","","","","JL.JABABEKA XI BLOCK U-12","BEKASI 17530 INDONEIAS","","","","","","","22","2000004","3","2","2","1","300137","BEI","10:28:54","","2011/08/23 00:00:00","2012/01/12 00:00:00","1","0","","N",""
"1228413","共栄産業　株式会社","共栄産業㈱","御中","","","","","","","","","","","","","","","","","2","1228413","2","2","2","2","300137","","14:35:01","","2011/09/14 00:00:00","2011/09/14 00:00:00","1","0","","N",""
"1624101","株式会社日立ハイテク　関西支店","㈱日立ハイテク","御中","Hitachi Hi Tech","","橋本　圭史","","","","","5320003","大阪市淀川区宮原3-3-31上村ニッセイビル","","","","Hitachi","050-3139-4875","06-4807-2516","","2","1624101","2","2","2","1","300137","ﾋﾀﾁﾊｲﾃｸ","13:37:12","","2012/02/24 00:00:00","2021/04/08 00:00:00","1","0","","S",""
"18341531","コベルコ建機㈱五日市工場（中小型ﾗｲﾝ）","ｺﾍﾞﾙｺ建機㈱五日市工場（中小型","様","","","兼近","","","","","731-5161","広島市佐伯区五日市港2丁目2-1","","","","","082-9436751","082-943-6752","","3","1624100","1","1","2","1","300137","ｺﾍﾞﾙｺｹﾝｷ","14:33:24","","2012/04/05 00:00:00","2019/12/02 00:00:00","2","0","","N",""
"1247147","","","","","","","","","","","","","","","","","","","","0","1247147","3","2","1","2","100011","","12:04:10","","2008/01/10 00:00:00","2008/01/10 00:00:00","0","0","","N",""
"1257148N","コマツ物流㈱　西日本事業部","コマツ物流㈱　西日本事業部","御中","","六甲物流課","池島","様","","","","658-0033","神戸市東灘区向洋町西4-6","","","","","078-856-7691","078-856-7692","","2","1257148N","3","2","1","1","100046","","09:59:06","","2008/06/04 00:00:00","2021/04/21 00:00:00","5","0","","N","100149"
"1259111","マツモト綱販","マツモト綱販","","Matsumoto","営業部","上前様 ｳｴﾏｴ","","","","","538-0037","大阪市鶴見区焼野1-8-6","","","","","06-6913-1131","06-6913-1130","","0","1259111","3","2","1","2","500010","ﾏﾂﾓﾄｺｳﾊﾝ","11:46:31","","2008/01/21 00:00:00","2012/11/29 00:00:00","0","0","","N",""
"15612587","日本ニューマチック工業㈱","日本ニューマチック工業㈱","御中","","営業企画部","鳥居","様","","","","518-0605","三重県名張市八幡1300-80","","","","","0595-64-5710","0595-64-5714","","1","15612587","2","2","1","1","300137","ﾆﾎﾝﾆｭｰﾏﾁｯｸ","14:36:07","","2007/10/30 00:00:00","2023/09/11 00:00:00","0","0","","N",""
"2142217","江頭　貴梅","","","","","","","","","","","","","","","","","","","0","2142217","3","2","1","2","100018","","16:50:13","","2007/06/07 00:00:00","2007/06/07 00:00:00","0","0","","N",""
"2127173","今村　亮太","","","","","","","","","","","","","","","","","","","0","2127173","3","2","1","2","100018","","15:47:54","","2007/08/08 00:00:00","2007/08/08 00:00:00","0","0","","N",""
"1257153","株式会社小松電業所","小松電業所（電業ｼｽﾃﾑ）","様","Komatsu Dengyo CO.,LTD","管理部　本谷殿","竹川","","","","","923-8588","石川県小松市国府台5-20","","","","Komatsu D","0761-47-8080","0761-47-8089","","3","1257153","2","2","1","1","100046","ｺﾏﾂﾃﾞﾝｷﾞｮｳ","13:38:12","","2007/08/10 00:00:00","2023/09/08 00:00:00","2","0","1","N","100149"
"1257149I","コマツ茨城工場","コマツ茨城工場","御中","Komatsu Ltd   Ibaraki Plant","","","","","","","312-0004","茨城県ひたちなか市長砂163-46","","","","Komatsu","029-265-2382","029-265-2359","","1","1257149I","3","2","2","2","100046","ｺﾏﾂｲﾊﾞﾗｷﾞ","13:58:05","","2008/11/05 00:00:00","2016/07/25 00:00:00","4","0","","N","100149"
"F02001","コベルコ","","","","","","","","","","","","","","","","","","","0","F02001","3","2","1","2","100018","","13:05:35","","2008/12/09 00:00:00","2008/12/09 00:00:00","0","0","","N",""
"BEI0003","BEI P-2 HE-Dom","P-2 HE-Dom","BEI","PT.BANSHU ELECTRIC INDONESIA","MCL P-2","WINDA","MS.","WIRING HARNESS","MATERIAL","FOR","41181","KP. CIKANANGA RT. 06/02","DESA CIKUMPAY, KECAMATAN CAMPAKA","KABUPATEN PURWAKARTA","41181 INDONESIA","","62-264-204444","62-264-214444","","3","BEI0010","3","2","1","2","100079","BANSHU","13:52:39","","2014/01/14 00:00:00","2024/07/24 00:00:00","0","0","","N",""
"1227582","協立電業　株式会社","協立電業㈱","御中","","","","","","","","532-0011","大阪市淀川区西中島7-1-26","","","","","06-6304-6341","06-6304-6345","","1","1227582","3","2","1","2","300137","ｷｮｳﾘﾂﾃﾞﾝｷﾞ","11:08:40","","2014/03/14 00:00:00","2014/03/14 00:00:00","1","0","","N",""
"181520S","(有)魚住重機商事","(有)魚住重機商事","御中","","","","","","","","6740071","兵庫県明石市魚住町金ヶ崎739","","","","","078-936-8880","","","1","181520S","1","2","1","2","300137","ｳｵｽﾞﾐ","11:20:01","","2013/11/07 00:00:00","2013/11/07 00:00:00","1","0","","N",""
"1801100S","ニシコン株式会社　神戸営業所","ニシコン㈱","御中","","","","","","","","651-2147","神戸市西区玉津町田中字田井367-1","","","","","078-929-1455","078-929-1445","","1","1801100S","3","2","1","2","300137","ﾆｼｺﾝ","13:12:41","","2014/05/23 00:00:00","2014/05/23 00:00:00","1","0","","N",""
"180460S","湊川産業㈱　長田営業所","湊川産業㈱長田","御中","","","","","","","","653-0045","兵庫県神戸市長田区駒々林南長２番の1","","","","","078-739-3090","078-733-1013","","2","180460S","3","2","1","2","300137","ﾐﾅﾄｶﾞﾜ","13:56:46","","2014/07/22 00:00:00","2014/08/25 00:00:00","2","0","","N",""
"12513741","神戸板金工業株式会社","神戸板金工業㈱","御中","","岩瀬","","","","","様","738-0002","広島県廿日市市木材港南1-53","","","","","0829-30-7621","0829-30-7623","","1","1251374","1","2","2","1","100025","ｺｳﾍﾞﾊﾞﾝｷﾝｺ","17:34:59","","2012/06/08 00:00:00","2012/06/08 00:00:00","1","0","","N",""
"1257157","コマツ物流㈱北関東物流センター","コマツ物流㈱北関東","様","","","","","","","","323-0819","栃木県小山市横倉新田470-3","","","","","","","","1","1257157","1","2","1","1","300137","ｺﾏﾂｷﾀｶﾝﾄｳ","15:00:15","","2013/01/30 00:00:00","2013/01/30 00:00:00","1","0","","N",""
"180105S","株式会社　ビナン","㈱ビナン","御中","","","","","","","","674-0083","兵庫県明石市魚住町住吉4丁目1-3","","","","","","078-941-2789","","1","180105S","2","2","2","1","300137","ﾋﾞﾅﾝ","10:32:30","","2013/08/30 00:00:00","2013/08/30 00:00:00","1","0","","N",""
"1803000","","","","","","","","","","","","","","","","","","","","0","1803000","3","2","1","2","300137","","14:56:30","","2013/08/26 00:00:00","2013/08/26 00:00:00","0","0","","N",""
"180117S","辻工業　株式会社","辻工業㈱","御中","","","","","","","","674-0067","兵庫県明石市大久保町大久保町320-4","","","","","078-935-6100","078-935-6102","","1","180117S","1","2","2","2","300137","ﾂｼﾞｺｳｷﾞｮｳ","10:39:03","","2013/08/30 00:00:00","2013/08/30 00:00:00","1","0","","N",""
"180112S","湊川産業㈱","湊川産業㈱","御中","","","","","","","","651-2142","兵庫県神戸市西区玉津町二ツ屋矢の脇130-1","","","","","078-914-0150","078-914-0170","","1","180112S","2","2","2","2","300137","ﾐﾅﾄｶﾞﾜﾀﾏﾂ","15:23:26","","2013/08/30 00:00:00","2014/07/22 00:00:00","1","0","","N",""
"1285134","共栄産業㈱","共栄産業㈱","御中","","","","","","","","1640011","東京都中野区中央2-9-1ｻﾝﾛｰﾀｽﾋﾞﾙ702号","","","","","0333711511","0333711517","","0","1285134","3","2","1","2","300137","ｷｮｳｴｲｻﾝｷﾞｮ","10:25:03","","2012/10/12 00:00:00","2012/10/24 00:00:00","0","0","","N",""
"1840256S","㈱リョーキ","㈱リョーキ","御中","","","","","","","","651-2313","兵庫県神戸市西区神出町田井字長原27","","","","","078-965-0905","078-965-0907","","1","1840256S","2","2","1","2","300137","ﾘｮｰｷ","10:57:00","","2013/08/30 00:00:00","2013/08/30 00:00:00","1","0","","N",""
"180118S","株式会社　藤田産業","㈱藤田産業","御中","","","","","","","","651-2403","兵庫県神戸市西区大沢2丁目4-6","","","","","078-967-1229","078-967-1201","","1","180118S","3","2","1","2","300137","ﾌｼﾞﾀｻﾝｷﾞｮｳ","14:14:39","","2013/08/30 00:00:00","2013/08/30 00:00:00","1","0","","N",""
"1840250S","山陽コールド運輸株式会社","山陽ｺｰﾙﾄﾞ運輸㈱","御中","","","","","","","","651-2124","兵庫県神戸市西区伊川谷町潤和堂後902-1","","","","","078-974-1011","078-974-8680","","1","1840250S","2","2","1","2","300137","ｻﾝﾖｳｺｰﾙﾄﾞ","14:11:57","","2013/08/30 00:00:00","2013/08/30 00:00:00","1","0","","N",""
"180119S","有限会社　ツジカ自動車","(有)ツジカ自動車","御中","","","","","","","","651-2135","兵庫県神戸市西区王塚台1丁目139","","","","","078-927-5885","078-928-5536","","1","180119S","3","2","1","2","300137","ﾂｼﾞｶｼﾞﾄﾞｳｼ","14:16:57","","2013/08/30 00:00:00","2013/08/30 00:00:00","1","0","","N",""
"1111111","","","","","","","","","","","","","","","","","","","","0","1111111","3","2","1","2","100062","","09:59:23","","2015/10/15 00:00:00","2015/10/15 00:00:00","0","0","","",""
"11111111","","","","","","","","","","","","","","","","","","","","0","11111111","3","2","1","2","100062","","10:02:05","","2015/10/15 00:00:00","2015/10/15 00:00:00","0","0","","",""
"18341537","広島相互運送会社　五日市物流センター","物流センター（相互）","様","","","","","","","","731-5161","広島市佐伯区五日市港2丁目3-5","","","","","082-943-5231","082-9435232","","3","18341528","1","1","2","1","100025","ｺﾍﾞﾙｺｹﾝｷ","14:16:08","","2012/08/31 00:00:00","2012/08/31 00:00:00","2","0","","N",""
"1840250","","","","","","","","","","","","","","","","","","","","0","1840250","3","2","1","2","300137","","15:09:54","","2013/08/26 00:00:00","2013/08/26 00:00:00","0","0","","N",""
"180100S","㈱ｸﾞﾛｰﾊﾞﾙﾒﾝﾃﾅﾝｽ","㈱ｸﾞﾛｰﾊﾞﾙﾒﾝﾃﾅﾝｽ","御中","","","","","","","","651-2142","兵庫県神戸市西区玉津町二ツ屋99-13","","","","","078-380-1420","078-380-1488","","2","180100S","1","2","1","2","300137","ｸﾞﾛｰﾊﾞﾙﾒﾝﾃ","11:30:44","","2013/08/26 00:00:00","2013/08/30 00:00:00","1","0","","N",""
"1333413","いすゞ自動車エンジン販売 株式会社","いすゞ自動車エンジン販売㈱","御中","","産エン西日本営業部","","","","","","5550041","大阪市西淀川区中島 2-10-150","","","","","06-6476-2737","06-6476-2751","","0","1333413","3","2","1","2","100071","ｲｽｽﾞｼﾞﾄﾞｳ","10:21:07","","2013/06/04 00:00:00","2013/12/09 00:00:00","0","0","","N",""
"180116S","スタジアス","スタジアス","御中","","","","","","","","651-2145","兵庫県神戸市西区宮下3丁目10-20","","","","","090-1905-5234","078-923-7339","","1","180116S","3","2","1","2","300137","ｽﾀｼﾞｱｽ","14:08:53","","2013/08/30 00:00:00","2013/08/30 00:00:00","1","0","","N",""
"1351325","総合自動車　株式会社","総合自動車㈱","御中","","","","","","","","670-0982","姫路市岡田484","","","","","0792-94-5068","0792-93-4738","","1","1351325","2","2","1","2","300137","ｿｳｺﾞｳｼﾞﾄﾞｳ","10:30:03","","2012/07/19 00:00:00","2012/07/19 00:00:00","2","0","","N",""
"1251332K","郷商事株式会社　建産機事業部　北関東営業グループ","郷商事㈱北関東営業Ｇ","御中","","建産機事業部　北関東営業Ｇ","宮城","様","","","","307-0001","茨城県結城市大字結城字上ノ宮10725-1","","","","","0296-32-0101","0296-32-5554","","2","1251332K","2","2","1","1","300137","ｺﾞｳｼｮｳｼﾞｷﾀ","11:16:24","","2013/06/27 00:00:00","2013/06/27 00:00:00","2","0","","N",""
"180101S","岡田自動車","岡田自動車","御中","","","","","","","","674-0067","兵庫県明石市大久保町大久保町449","","","","","078-936-0449","078-936-1919","","1","180101S","1","2","1","2","300137","ｵｶﾀﾞｼﾞﾄﾞｳｼ","11:41:57","","2013/08/30 00:00:00","2013/08/30 00:00:00","1","0","","N",""
"180103S","有限会社　フロンティア","(有)フロンティア","御中","","","","","","","","674-0083","兵庫県明石市魚住町住吉1丁目2-6","","","","","078-948-3335","078-948-3411","","1","180103S","3","2","1","2","300137","ﾌﾛﾝﾃｨｱ","13:00:55","","2013/08/30 00:00:00","2013/08/30 00:00:00","1","0","","N",""
"1840010","西日本ｺﾍﾞﾙｺ建機㈱神戸工場","西日本ｺﾍﾞﾙｺ建機㈱神戸工場","御中","","","","","","","","660-0086","兵庫県尼崎市丸島町46-1","","","","","06-6414-2200","06-6414-2211","","1","1840010","3","2","1","2","300137","ｺﾍﾞﾙｺﾆｼﾆﾎﾝ","14:40:01","","2013/08/30 00:00:00","2013/09/02 00:00:00","1","0","","N",""
"1840010S","西日本ｺﾍﾞﾙｺ建機株式会社　兵庫東営業所","西日本ｺﾍﾞﾙｺ建機㈱兵庫東営業所","御中","","","","","","","","650-0045","兵庫県神戸市中央区港島7丁目15番","","","","","078-303-4422","078-303-4420","","1","1840010S","3","2","1","2","300137","ﾆｼﾆﾎﾝｺﾍﾞﾙｺ","11:59:09","","2013/08/30 00:00:00","2021/03/31 00:00:00","1","0","","N",""
"180111S","㈱山忠商会","㈱山忠商会","御中","","","","","","","","673-0434","兵庫県三木市別所町小林675-5","","","","","079-485-9401","079-485-9403","","1","180111S","3","2","1","2","300137","ﾔﾏﾁｭｳｼｮｳｶｲ","13:12:43","","2013/08/30 00:00:00","2013/08/30 00:00:00","1","0","","N",""
"180113S","湊川産業㈱　垂水営業所","湊川産業㈱　垂水営業所","御中","","","","","","","","655-0852","兵庫県神戸市垂水区名谷町猿倉78","","","","","078-708-1001","078-706-3513","","1","180113S","3","2","1","2","300137","ﾐﾅﾄｶﾞﾜﾀﾙﾐ","13:15:05","","2013/08/30 00:00:00","2013/08/30 00:00:00","1","0","","N",""
"180104S","株式会社神戸マツダ　明石店","株式会社神戸マツダ　明石店","御中","","","","","","","","673-0031","明石市宮の上1-8","","","","","078-923-1475","078-923-0341","","1","180104S","3","2","1","2","300137","ｺｳﾍﾞﾏﾂﾀﾞ","13:20:31","","2013/08/30 00:00:00","2013/08/30 00:00:00","1","0","","N",""
"18341533","コベルコ建機㈱五日市工場（出荷棟）","ｺﾍﾞﾙｺ建機㈱五日市工場（出荷棟","様","","","兼近","","","","","731-5161","広島市佐伯区五日市港2丁目2","","","","","082-9436751","082-943-6752","","3","18341528","1","1","2","1","100025","ｺﾍﾞﾙｺｹﾝｷ","14:50:19","","2012/04/24 00:00:00","2012/04/24 00:00:00","2","0","","N",""
"18341535","コベルコ建機㈱五日市工場（製缶棟）","ｺﾍﾞﾙｺ建機㈱五日市工場（製缶棟","様","","","兼近","","","","","731-5161","広島市佐伯区五日市港2丁目2","","","","","082-9436751","082-943-6752","","3","18341528","1","1","2","1","100025","ｺﾍﾞﾙｺｹﾝｷ","15:32:32","","2012/07/03 00:00:00","2012/07/03 00:00:00","2","0","","N",""
"180102S","原田電装　株式会社","原田電装㈱","御中","","","","","","","","673-0025","兵庫県明石市田町1丁目8-8","","","","","078-923-3088","078-923-3383","","1","180102S","3","2","1","2","300137","ﾊﾗﾀﾞﾃﾞﾝｿｳ","11:59:38","","2013/08/30 00:00:00","2013/08/30 00:00:00","1","0","","N",""
"1801044S","株式会社神戸マツダ　大久保店","㈱神戸マツダ　大久保店","御中","","","","","","","","674-0066","明石市大久保町福田字中島209-1","","","","","078-934-3108","078-935-7086","","1","1801044S","3","2","1","2","300137","ｺｳﾍﾞﾏﾂﾀﾞｵｵ","13:24:13","","2013/08/30 00:00:00","2013/08/30 00:00:00","1","0","","N",""
"2000006","PT.BANSHU PLASTICINDONESIA","PT.BANSHU PLASTIC","御中","","","","","","","","","J1.JABABEKA XIV,BLOK U NO.12B","BEKASI17530 ,INDONESIA","","","","","","","22","2000006","3","2","1","1","300137","ﾌﾟﾗｽﾁｯｸ","13:08:35","","2015/03/20 00:00:00","2015/03/25 00:00:00","1","0","","N",""
"2000007","PT.BANSHU RUBBER INDONESIA","PT.BANSHU RUBBER","御中","","","","","","","","","CIKONANGE INDUSTRIAL ZONE,","CIKUMPAY,CAMPAKE,PURWAKARTA,","WEST JAVA,INDONESIA","","","","","","22","2000007","3","2","1","2","300137","ﾗﾊﾞｰ","13:08:18","","2015/03/20 00:00:00","2015/03/25 00:00:00","1","0","","N",""
"1227391","㈱木村洋行","㈱木村洋行","御中","","","小島","","","","様","100-0005","東京都千代田区丸の内3-3-1","新東京ビル606号","","","","03-3213-0258","03-3213-0470","","2","1227391","2","2","1","1","300137","ｷﾑ","11:37:12","","2015/03/24 00:00:00","2015/06/25 00:00:00","3","0","","N","100110"
"180830S","ＮＫメンテナンス株式会社","ＮＫメンテナンス㈱","御中","","","","","","","","6600085","兵庫県尼崎市元浜町1丁目74","","","","","06-6419-4471","06-6419-4474","","1","180830S","3","2","1","2","300137","ｴﾇｹｰﾒﾝﾃﾅﾝｽ","11:25:19","","2015/05/13 00:00:00","2015/05/13 00:00:00","1","0","","N",""
"18341540","コベルコシンワ（株）　中国","コベルコシンワ㈱　中国","様","","","","","","","","6470063","明石市大久保町八木597","","","","","078-936-8513","","","2","18341539","3","2","2","2","100025","ｺﾍﾞﾙｺｹﾝｷ","18:33:00","","2015/06/19 00:00:00","2015/06/19 00:00:00","2","0","","N",""
"18341541","コベルコシンワ㈱廿日市工場","コベルコシンワ㈱廿日市工場","様","","","","","","","","738-0021","廿日市市木材港北5-31","","","","","082-932-4242","","","2","18341541","3","2","2","2","300137","ｺﾍﾞﾙｺｹﾝｷ","14:17:44","","2015/06/19 00:00:00","2022/08/19 00:00:00","2","0","","N",""
"18341543","コベルコシンワ㈱インド","コベルコシンワ㈱インド","様","","","","","","","","6470063","明石市大久保町八木597","","","","","078-936-8513","","","2","18341539","3","2","2","2","100025","ｺﾍﾞﾙｺｹﾝｷ","10:44:11","","2015/06/24 00:00:00","2015/06/24 00:00:00","2","0","","N",""
"18341542","広島金属工業協同組合「コベルコ建機㈱沼田部品倉庫キャブライン","コベルコ建機㈱沼田広金キャブ","様","","","","","","","","731-3167","広島市安佐南区大塚西2丁目23-1","","","","","080-2932-9745","","","2","18341539","3","2","2","2","100025","ｺﾍﾞﾙｺｹﾝｷ","16:31:22","","2015/06/22 00:00:00","2015/06/22 00:00:00","2","0","","N",""
"1817146","デンヨー㈱","デンヨー㈱","","DENYO","製造部管理課","秋山","様","","","","919-1397","福井県三方上中郡若狭町相田38-1","","","","","0770-45-2211","0770-45-9010","","0","1817146","1","2","1","2","100106","ﾃﾞﾝﾖ","11:28:50","","2015/07/02 00:00:00","2020/05/26 00:00:00","0","0","","N",""
"1801045S","株式会社神戸マツダ　小野店","㈱神戸マツダ　小野店","御中","","","","","","","","675-1378","小野市王子町字辻の内598","","","","","079-462-4981","079-463-3724","","1","1801045S","3","2","1","2","300137","ｺｳﾍﾞﾏｵﾉ","13:27:27","","2013/08/30 00:00:00","2013/08/30 00:00:00","1","0","","N",""
"180107S","㈱ｵｰﾄﾌｧｸﾄﾘｰ好美","㈱ｵｰﾄﾌｧｸﾄﾘｰ好美","御中","","","","","","","","674-0067","兵庫県明石市大久保町大久保町680-1","","","","","078-935-0516","078-935-4335","","1","180107S","3","2","1","2","300137","ｵｰﾄﾌｧｸﾄﾘｰ","13:30:03","","2013/08/30 00:00:00","2013/08/30 00:00:00","1","0","","N",""
"180106S","株式会社ｵｰﾄｼｮｯﾌﾟ新星","㈱ｵｰﾄｼｮｯﾌﾟ新星","御中","","","","","","","","674-0071","兵庫県明石市魚住町金ヶ崎375-1","","","","","078-938-6805","078-938-6806","","1","180106S","3","2","1","2","300137","ｵｰﾄｼｮｯﾌﾟｼﾝ","13:43:57","","2013/08/30 00:00:00","2013/08/30 00:00:00","1","0","","N",""
